entrez	symbol	chr_pos	full_name	probe_id	ENST
479	ATP12A	13q12.12|13q12.1-q12.3	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	3481890	ENST00000381946
480	ATP1A4	1q21-q23	ATPase, Na+/K+ transporting, alpha 4 polypeptide	2362950	ENST00000368081
481	ATP1B1	1q24	ATPase, Na+/K+ transporting, beta 1 polypeptide	2366422	ENST00000367815
482	ATP1B2	17p13.1	ATPase, Na+/K+ transporting, beta 2 polypeptide	3708938	ENST00000250111
483	ATP1B3	3q23	ATPase, Na+/K+ transporting, beta 3 polypeptide	2645764	ENST00000286371
486	FXYD2	11q23	FXYD domain containing ion transport regulator 2	3393446	ENST00000317594
487	ATP2A1	16p12.1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	3655060	ENST00000395503
488	ATP2A2	12q24.11	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	3431483	ENST00000313432
489	ATP2A3	17p13.3	ATPase, Ca++ transporting, ubiquitous	3741800	ENST00000359983
490	ATP2B1	12q21.3	ATPase, Ca++ transporting, plasma membrane 1	3464983	ENST00000359142
491	ATP2B2	3p25.3	ATPase, Ca++ transporting, plasma membrane 2	2662698	ENST00000360273
492	ATP2B3	Xq28	ATPase, Ca++ transporting, plasma membrane 3	3995666	ENST00000359149
493	ATP2B4	1q32.1	ATPase, Ca++ transporting, plasma membrane 4	2375706	ENST00000367218
495	ATP4A	19q13.1	ATPase, H+/K+ exchanging, alpha polypeptide	3859832	ENST00000262623
496	ATP4B	13q34	ATPase, H+/K+ exchanging, beta polypeptide	3526655	ENST00000335288
498	ATP5A1	18q21	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	3806253	ENST00000282050
501	ALDH7A1	5q31	aldehyde dehydrogenase 7 family, member A1	2873785	ENST00000409134
506	ATP5B	12q13.13	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	3458033	ENST00000262030
509	ATP5C1	10p15.1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	3234140	ENST00000356708
513	ATP5D	19p13.3	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	3815610	ENST00000215375
514	ATP5E	20q13.32	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	3911795	ENST00000243997
515	ATP5F1	1p13.2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	2351817	ENST00000369722
516	ATP5G1	17q21.32	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	3725456	ENST00000393366
517	ATP5G2	12q13.13	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	3456313	ENST00000338662
518	ATP5G3	2q31.1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)	2588127	ENST00000284727
521	ATP5I	4p16.3	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E	2756497	ENST00000304312
522	ATP5J	21q21.1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	3927175	ENST00000400093
523	ATP6V1A	3q13.31	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	2636589	ENST00000273398
525	ATP6V1B1	2p13.1	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	2487918	ENST00000234396
526	ATP6V1B2	8p21.3	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	3088544	ENST00000276390
528	ATP6V1C1	8q22.3	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	3110171	ENST00000395862
529	ATP6V1E1	22pter-q11.2|22q11.1	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1	3951887	ENST00000253413
533	ATP6V0B	1p32.3	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	2333658	ENST00000236067
535	ATP6V0A1	17q21	ATPase, H+ transporting, lysosomal V0 subunit a1	3721718	ENST00000343619
537	ATP6AP1	Xq28	ATPase, H+ transporting, lysosomal accessory protein 1	3996381	ENST00000369762
538	ATP7A	Xq21.1	ATPase, Cu++ transporting, alpha polypeptide	3982423	ENST00000341514
539	ATP5O	21q22.1-q22.2|21q22.11	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	3929931	ENST00000290299
540	ATP7B	13q14.3	ATPase, Cu++ transporting, beta polypeptide	3514736	ENST00000242839
545	ATR	3q22-q24	ataxia telangiectasia and Rad3 related	2698844	ENST00000350721
546	ATRX	Xq21.1	alpha thalassemia/mental retardation syndrome X-linked	4013224	ENST00000395605
547	KIF1A	2q37.3	kinesin family member 1A	2606859	ENST00000320389
549	AUH	9q22.31	AU RNA binding protein/enoyl-CoA hydratase	3214359	ENST00000375731
550	AUP1	2p13	ancient ubiquitous protein 1	2560254	ENST00000377526
551	AVP	20p13	arginine vasopressin	3895224	ENST00000380293
552	AVPR1A	12q14-q15	arginine vasopressin receptor 1A	3459722	ENST00000299178
554	AVPR2	Xq28	arginine vasopressin receptor 2	3996047	ENST00000337474
558	AXL	19q13.1	AXL receptor tyrosine kinase	3834046	ENST00000301178
563	AZGP1	7q22.1	alpha-2-glycoprotein 1, zinc-binding	3063589	ENST00000292401
566	AZU1	19p13.3	azurocidin 1	3815210	ENST00000233997
567	B2M	15q21-q22.2	beta-2-microglobulin	3592023	ENST00000349264
570	BAAT	9q22.3	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)	3218041	ENST00000259407
571	BACH1	21q22.11	BTB and CNC homology 1, basic leucine zipper transcription factor 1	3917305	ENST00000286800
572	BAD	11q13.1	BCL2-associated agonist of cell death	3376832	ENST00000394532
573	BAG1	9p12	BCL2-associated athanogene	3203482	ENST00000379704
575	BAI1	8q24	brain-specific angiogenesis inhibitor 1	3119017	ENST00000323289
576	BAI2	1p35	brain-specific angiogenesis inhibitor 2	2404693	ENST00000373658
577	BAI3	6q12	brain-specific angiogenesis inhibitor 3	2912416	ENST00000370598
578	BAK1	6p21.3	BCL2-antagonist/killer 1	2950753	NA
579	NKX3-2	4p16.1	NK3 homeobox 2	2761259	ENST00000382438
580	BARD1	2q34-q35	BRCA1 associated RING domain 1	2598099	ENST00000260947
581	BAX	19q13.3-q13.4	BCL2-associated X protein	3838067	ENST00000293288
582	BBS1	11q13.1	Bardet-Biedl syndrome 1	3336277	ENST00000335157
583	BBS2	16q21	Bardet-Biedl syndrome 2	3692928	ENST00000245157
585	BBS4	15q22.3-q23	Bardet-Biedl syndrome 4	3600960	ENST00000268057
586	BCAT1	12p12.1	branched chain amino-acid transaminase 1, cytosolic	3447694	ENST00000261192
587	BCAT2	19q13	branched chain amino-acid transaminase 2, mitochondrial	3867415	ENST00000402551
590	BCHE	3q26.1-q26.2	butyrylcholinesterase	2703902	ENST00000264381
594	BCKDHB	6q14.1	branched chain keto acid dehydrogenase E1, beta polypeptide	2914820	ENST00000320393
595	CCND1	11q13	cyclin D1	3338192	ENST00000227507
596	BCL2	18q21.33|18q21.3	B-cell CLL/lymphoma 2	3811339	ENST00000398117
597	BCL2A1	15q24.3	BCL2-related protein A1	3635198	ENST00000267953
598	BCL2L1	20q11.21	BCL2-like 1	3902489	ENST00000376062
599	BCL2L2	14q11.2-q12	BCL2-like 2	3529064	ENST00000250405
602	BCL3	19q13.1-q13.2	B-cell CLL/lymphoma 3	3835726	ENST00000403534
604	BCL6	3q27	B-cell CLL/lymphoma 6	2709778	ENST00000406870
607	BCL9	1q21	B-cell CLL/lymphoma 9	2356818	ENST00000234739
608	TNFRSF17	16p13.1	tumor necrosis factor receptor superfamily, member 17	3648391	ENST00000053243
610	HCN2	19p13.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	3815045	ENST00000251287
611	OPN1SW	7q32.1	opsin 1 (cone pigments), short-wave-sensitive	3071860	ENST00000249389
613	BCR	22q11|22q11.23	breakpoint cluster region	3937943	ENST00000305877
617	BCS1L	2q33	BCS1-like (S. cerevisiae)	2527939	ENST00000431802
622	BDH1	3q29	3-hydroxybutyrate dehydrogenase, type 1	2713382	ENST00000392379
623	BDKRB1	14q32.1-q32.2	bradykinin receptor B1	3550307	ENST00000216629
624	BDKRB2	14q32.1-q32.2	bradykinin receptor B2	3550278	ENST00000306005
627	BDNF	11p13	brain-derived neurotrophic factor	3367231	ENST00000420794
629	CFB	6p21.3	complement factor B	2902844	ENST00000425368
631	BFSP1	20p12.1	beaded filament structural protein 1, filensin	3899111	ENST00000377873
633	BGN	Xq28	biglycan	3995633	ENST00000331595
634	CEACAM1	19q13.2	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	3863669	ENST00000161559
635	BHMT	5q13.1-q15	betaine--homocysteine S-methyltransferase	2817251	ENST00000274353
636	BICD1	12p11.2-p11.1	bicaudal D homolog 1 (Drosophila)	3410445	ENST00000281474
637	BID	22q11.1	BH3 interacting domain death agonist	3951927	ENST00000317361
638	BIK	22q13.31	BCL2-interacting killer (apoptosis-inducing)	3947604	ENST00000216115
639	PRDM1	6q21	PR domain containing 1, with ZNF domain	2919669	ENST00000369096
640	BLK	8p23-p22	B lymphoid tyrosine kinase	3085990	ENST00000259089
641	BLM	15q26.1	Bloom syndrome, RecQ helicase-like	3608298	ENST00000355112
642	BLMH	17q11.2	bleomycin hydrolase	3751830	ENST00000261714
643	CXCR5	11q23.3	chemokine (C-X-C motif) receptor 5	3351675	ENST00000292174
644	BLVRA	7p14-cen	biliverdin reductase A	2999544	ENST00000402924
645	BLVRB	19q13.1-q13.2	biliverdin reductase B (flavin reductase (NADPH))	3862661	ENST00000263368
646	BNC1	15q25.2	basonuclin 1	3636562	ENST00000345382
648	BMI1	10p11.23	BMI1 polycomb ring finger oncogene	3238491	ENST00000376663
649	BMP1	8p21.3	bone morphogenetic protein 1	3089215	ENST00000306385
650	BMP2	20p12	bone morphogenetic protein 2	3875423	ENST00000378827
651	BMP3	4q21	bone morphogenetic protein 3	2733483	ENST00000282701
652	BMP4	14q22-q23	bone morphogenetic protein 4	3565206	ENST00000245451
653	BMP5	6p12.1	bone morphogenetic protein 5	2958172	ENST00000370830
654	BMP6	6p24-p23	bone morphogenetic protein 6	2893895	ENST00000283147
655	BMP7	20q13	bone morphogenetic protein 7	3910980	ENST00000395863
656	BMP8B	1p35-p32	bone morphogenetic protein 8b	2408062	ENST00000372827
657	BMPR1A	10q22.3	bone morphogenetic protein receptor, type IA	3256074	ENST00000224764
658	BMPR1B	4q22-q24	bone morphogenetic protein receptor, type IB	2736462	ENST00000515059
659	BMPR2	2q33-q34	bone morphogenetic protein receptor, type II (serine/threonine kinase)	2523213	ENST00000374580
660	BMX	Xp22.2	BMX non-receptor tyrosine kinase	3969802	ENST00000357607
661	POLR3D	8q21	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	3089285	ENST00000397802
662	BNIP1	5q33-q34	BCL2/adenovirus E1B 19kDa interacting protein 1	2841528	ENST00000231668
663	BNIP2	15q22.2	BCL2/adenovirus E1B 19kDa interacting protein 2	3627076	ENST00000267859
664	BNIP3	10q26.3	BCL2/adenovirus E1B 19kDa interacting protein 3	3314040	ENST00000368636
665	BNIP3L	8p21	BCL2/adenovirus E1B 19kDa interacting protein 3-like	3091000	ENST00000380629
666	BOK	2q37.3	BCL2-related ovarian killer	2536625	ENST00000318407
667	DST	6p12.1	dystonin	2958325	ENST00000244364
668	FOXL2	3q23	forkhead box L2	2697652	ENST00000330315
669	BPGM	7q31-q34	2,3-bisphosphoglycerate mutase	3025500	ENST00000393132
670	BPHL	6p25	biphenyl hydrolase-like (serine hydrolase)	2892393	ENST00000380379
671	BPI	20q11.23	bactericidal/permeability-increasing protein	3884524	ENST00000262865
672	BRCA1	17q21	breast cancer 1, early onset	3758317	ENST00000393691
673	BRAF	7q34	v-raf murine sarcoma viral oncogene homolog B1	3076340	ENST00000288602
675	BRCA2	13q12.3	breast cancer 2, early onset	3484641	ENST00000380152
676	BRDT	1p22.1	bromodomain, testis-specific	2346575	ENST00000362005
677	ZFP36L1	14q22-q24	zinc finger protein 36, C3H type-like 1	3569754	ENST00000439696
678	ZFP36L2	2p22.3-p21	zinc finger protein 36, C3H type-like 2	2550522	ENST00000282388
680	BRS3	Xq26-q28	bombesin-like receptor 3	3992512	ENST00000370648
682	BSG	19p13.3	basigin (Ok blood group)	3815014	ENST00000333511
683	BST1	4p15	bone marrow stromal cell antigen 1	2719617	ENST00000265016
684	BST2	19p13.1	bone marrow stromal cell antigen 2	3854454	ENST00000252593
685	BTC	4q13-q21	betacellulin	2773545	ENST00000395743
686	BTD	3p25	biotinidase	2612401	ENST00000303498
687	KLF9	9q13	Kruppel-like factor 9	3208995	ENST00000377126
688	KLF5	13q22.1	Kruppel-like factor 5 (intestinal)	3493543	ENST00000377687
689	BTF3	5q13.2	basic transcription factor 3	2815331	ENST00000380591
690	BTF3P11	13q22	basic transcription factor 3 pseudogene 11	3494465	NA
694	BTG1	12q22	B-cell translocation gene 1, anti-proliferative	3465409	ENST00000256015
695	BTK	Xq21.33-q22	Bruton agammaglobulinemia tyrosine kinase	4015709	ENST00000308731
696	BTN1A1	6p22.1	butyrophilin, subfamily 1, member A1	2899473	ENST00000244513
699	BUB1	2q14	budding uninhibited by benzimidazoles 1 homolog (yeast)	2570616	ENST00000302759
701	BUB1B	15q15	budding uninhibited by benzimidazoles 1 homolog beta (yeast)	3589697	ENST00000287598
705	BYSL	6p21.1	bystin-like	2906990	ENST00000230340
706	TSPO	22q13.31	translocator protein (18kDa)	3947627	ENST00000361449
708	C1QBP	17p13.3	complement component 1, q subcomponent binding protein	3742708	ENST00000225698
710	SERPING1	11q12-q13.1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	3331355	ENST00000278407
711	C3orf51	3p14.3	chromosome 3 open reading frame 51	2677624	NA
712	C1QA	1p36.12	complement component 1, q subcomponent, A chain	2324856	ENST00000374642
713	C1QB	1p36.12	complement component 1, q subcomponent, B chain	2324884	ENST00000314933
714	C1QC	1p36.11	complement component 1, q subcomponent, C chain	2324873	ENST00000374640
715	C1R	12p13	complement component 1, r subcomponent	3442475	ENST00000290575
716	C1S	12p13	complement component 1, s subcomponent	3403168	ENST00000328916
717	C2	6p21.3	complement component 2	2902804	ENST00000375510
718	C3	19p13.3-p13.2	complement component 3	3848039	ENST00000245907
719	C3AR1	12p13.31	complement component 3a receptor 1	3442941	ENST00000307637
721	C4B	6p21.3	complement component 4B (Chido blood group)	2902958	ENST00000428956
722	C4BPA	1q32	complement component 4 binding protein, alpha	2377165	ENST00000367070
725	C4BPB	1q32	complement component 4 binding protein, beta	2377141	ENST00000243611
726	CAPN5	11q14	calpain 5	3341155	ENST00000278559
727	C5	9q33-q34	complement component 5	3223776	ENST00000223642
728	C5AR1	19q13.3-q13.4	complement component 5a receptor 1	3837257	ENST00000355085
729	C6	5p13	complement component 6	2854915	ENST00000263413
730	C7	5p13	complement component 7	2807716	ENST00000313164
731	C8A	1p32	complement component 8, alpha polypeptide	2337786	ENST00000361249
732	C8B	1p32	complement component 8, beta polypeptide	2414505	ENST00000371237
733	C8G	9q34.3	complement component 8, gamma polypeptide	3194969	ENST00000224181
734	OSGIN2	8q21	oxidative stress induced growth inhibitor family member 2	3106276	ENST00000297438
735	C9	5p14-p12	complement component 9	2854409	ENST00000263408
738	C11orf2	11q13	chromosome 11 open reading frame 2	3334847	ENST00000279281
740	MRPL49	11q13	mitochondrial ribosomal protein L49	3334919	ENST00000279242
741	ZNHIT2	11q13	zinc finger, HIT-type containing 2	3377456	ENST00000310597
744	MPPED2	11p13	metallophosphoesterase domain containing 2	3367673	ENST00000358117
745	C11orf9	11q12-q13.1	chromosome 11 open reading frame 9	3333169	ENST00000278836
746	C11orf10	11q12.2	chromosome 11 open reading frame 10	3375518	ENST00000257262
747	DAGLA	11q12.2	diacylglycerol lipase, alpha	3333116	ENST00000257215
750	C16orf3	16q24.3	chromosome 16 open reading frame 3	3705170	ENST00000408886
752	FMNL1	17q21	formin-like 1	3723378	ENST00000331495
753	C18orf1	18p11.2	chromosome 18 open reading frame 1	3779950	ENST00000361205
754	PTTG1IP	21q22.3	pituitary tumor-transforming 1 interacting protein	3934695	ENST00000330938
755	C21orf2	21q22.3	chromosome 21 open reading frame 2	3934479	ENST00000339818
757	TMEM50B	21q22.11	transmembrane protein 50B	3929664	ENST00000420455
759	CA1	8q21.2	carbonic anhydrase I	3142967	ENST00000431316
760	CA2	8q22	carbonic anhydrase II	3105600	ENST00000285379
761	CA3	8q21.2	carbonic anhydrase III, muscle specific	3105581	ENST00000285381
762	CA4	17q23	carbonic anhydrase IV	3729419	ENST00000300900
763	CA5A	16q24.3	carbonic anhydrase VA, mitochondrial	3703944	ENST00000309893
765	CA6	1p36.2	carbonic anhydrase VI	2319135	ENST00000377443
766	CA7	16q22.1	carbonic anhydrase VII	3664924	ENST00000338437
767	CA8	8q11-q12	carbonic anhydrase VIII	3137120	ENST00000317995
768	CA9	9p12	carbonic anhydrase IX	3168066	ENST00000378357
770	CA11	19q13.3	carbonic anhydrase XI	3867264	ENST00000084798
771	CA12	15q22	carbonic anhydrase XII	3628498	ENST00000178638
773	CACNA1A	19p13	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	3852133	ENST00000325084
774	CACNA1B	9q34	calcium channel, voltage-dependent, N type, alpha 1B subunit	3195568	ENST00000371372
775	CACNA1C	12p13.3	calcium channel, voltage-dependent, L type, alpha 1C subunit	3400730	ENST00000382698
776	CACNA1D	3p14.3	calcium channel, voltage-dependent, L type, alpha 1D subunit	2624385	ENST00000288139
777	CACNA1E	1q25-q31	calcium channel, voltage-dependent, R type, alpha 1E subunit	2370433	ENST00000367570
778	CACNA1F	Xp11.23	calcium channel, voltage-dependent, L type, alpha 1F subunit	4007919	ENST00000376265
779	CACNA1S	1q32	calcium channel, voltage-dependent, L type, alpha 1S subunit	2450568	ENST00000362061
780	DDR1	6p21.3	discoidin domain receptor tyrosine kinase 1	2901970	ENST00000324771
781	CACNA2D1	7q21-q22	calcium channel, voltage-dependent, alpha 2/delta subunit 1	3058991	ENST00000356860
782	CACNB1	17q21-q22	calcium channel, voltage-dependent, beta 1 subunit	3755580	ENST00000344140
783	CACNB2	10p12	calcium channel, voltage-dependent, beta 2 subunit	3237396	ENST00000282343
784	CACNB3	12q13	calcium channel, voltage-dependent, beta 3 subunit	3413604	ENST00000301050
785	CACNB4	2q22-q23	calcium channel, voltage-dependent, beta 4 subunit	2581349	ENST00000339254
786	CACNG1	17q24	calcium channel, voltage-dependent, gamma subunit 1	3732145	ENST00000226021
788	SLC25A20	3p21.31	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	2673773	ENST00000319017
790	CAD	2p22-p21	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	2474341	ENST00000264705
793	CALB1	8q21.3-q22.1	calbindin 1, 28kDa	3144033	ENST00000265431
794	CALB2	16q22.2	calbindin 2	3667508	ENST00000302628
795	S100G	Xp22.2	S100 calcium binding protein G	3970111	ENST00000380200
796	CALCA	11p15.2	calcitonin-related polypeptide alpha	3364127	ENST00000331587
797	CALCB	11p15.2-p15.1	calcitonin-related polypeptide beta	3321592	ENST00000396377
799	CALCR	7q21.3	calcitonin receptor	3061538	ENST00000421592
800	CALD1	7q33	caldesmon 1	3025545	ENST00000393118
801	CALM1	14q24-q31	calmodulin 1 (phosphorylase kinase, delta)	3548346	NA
805	CALM2	2p21	calmodulin 2 (phosphorylase kinase, delta)	2551924	NA
808	CALM3	19q13.2-q13.3	calmodulin 3 (phosphorylase kinase, delta)	3836841	NA
810	CALML3	10pter-p13	calmodulin-like 3	3233242	ENST00000315238
811	CALR	19p13.3-p13.2	calreticulin	3822049	ENST00000316448
813	CALU	7q32.1	calumenin	3023060	ENST00000249364
814	CAMK4	5q21.3	calcium/calmodulin-dependent protein kinase IV	2823880	ENST00000282356
815	CAMK2A	5q32	calcium/calmodulin-dependent protein kinase II alpha	2881300	ENST00000348628
816	CAMK2B	22q12|7p14.3-p14.1	calcium/calmodulin-dependent protein kinase II beta	3048517	ENST00000395749
817	CAMK2D	4q26	calcium/calmodulin-dependent protein kinase II delta	2782545	ENST00000296402
818	CAMK2G	10q22	calcium/calmodulin-dependent protein kinase II gamma	3294854	ENST00000322680
819	CAMLG	5q23	calcium modulating ligand	2829463	ENST00000297156
820	CAMP	3p21.3	cathelicidin antimicrobial peptide	2621574	ENST00000296435
821	CANX	5q35	calnexin	2844203	ENST00000247461
822	CAPG	2p11.2	capping protein (actin filament), gelsolin-like	2562271	ENST00000263867
823	CAPN1	11q13	calpain 1, (mu/I) large subunit	3334954	ENST00000279247
824	CAPN2	1q41-q42	calpain 2, (m/II) large subunit	2382117	ENST00000295006
825	CAPN3	15q15.1	calpain 3, (p94)	3590853	ENST00000356316
826	CAPNS1	19q13.12	calpain, small subunit 1	3831168	ENST00000457326
827	CAPN6	Xq23	calpain 6	4018194	ENST00000324068
828	CAPS	19p13.3	calcyphosine	3818193	ENST00000222125
829	CAPZA1	1p13.2	capping protein (actin filament) muscle Z-line, alpha 1	2352228	ENST00000263168
830	CAPZA2	7q31.2-q31.3	capping protein (actin filament) muscle Z-line, alpha 2	3020444	ENST00000361183
831	CAST	5q15	calpastatin	2821194	ENST00000309190
832	CAPZB	1p36.1	capping protein (actin filament) muscle Z-line, beta	2399765	ENST00000401084
833	CARS	11p15.5	cysteinyl-tRNA synthetase	3359529	ENST00000380525
834	CASP1	11q23	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	3389353	ENST00000436863
835	CASP2	7q34-q35	caspase 2, apoptosis-related cysteine peptidase	3029030	ENST00000310447
836	CASP3	4q34	caspase 3, apoptosis-related cysteine peptidase	2796484	ENST00000308394
837	CASP4	11q22.2-q22.3	caspase 4, apoptosis-related cysteine peptidase	3389273	ENST00000421898
838	CASP5	11q22.2-q22.3	caspase 5, apoptosis-related cysteine peptidase	3389330	ENST00000260315
839	CASP6	4q25	caspase 6, apoptosis-related cysteine peptidase	2781693	ENST00000265164
